rank,date,avg_range,regime,mean_vol,volume
1004,2018-09-18,1.357,medium,0.57,472740
1005,2016-01-06,1.357,medium,0.493,346779
1006,2022-11-14,1.354,medium,0.777,576678
1007,2021-05-06,1.353,medium,0.65,567452
1008,2023-02-27,1.353,medium,0.586,578952
1009,2024-08-14,1.352,medium,0.052,553997
1010,2023-09-07,1.351,medium,0.662,25007
1011,2018-11-05,1.35,medium,0.31,506045
1012,2022-05-03,1.348,medium,0.091,662216
1013,2023-11-07,1.347,medium,0.812,585124
1014,2021-04-21,1.346,medium,0.747,510093
1015,2015-12-14,1.346,medium,0.369,423297
1016,2016-12-01,1.344,medium,1.015,291375
1017,2021-01-26,1.343,medium,0.061,502390
1018,2020-08-24,1.342,medium,0.514,617004
1019,2018-07-06,1.338,medium,1.062,320304
1020,2022-09-12,1.338,medium,0.987,485300
1021,2024-03-14,1.337,medium,0.284,818470
1022,2023-11-30,1.336,medium,0.211,694118
1023,2020-10-21,1.335,medium,0.21,599851
1024,2020-10-20,1.333,medium,0.072,622702
1025,2018-09-05,1.333,medium,1.014,522313
1026,2020-07-02,1.332,medium,0.661,404764
1027,2023-02-17,1.332,medium,0.612,629355
1028,2024-05-14,1.33,medium,0.596,555369
1029,2023-06-09,1.329,medium,0.312,569706
1030,2018-07-12,1.328,medium,1.254,304341
1031,2019-09-20,1.326,medium,0.817,425158
1032,2015-03-18,1.325,medium,0.672,316293
1033,2022-04-01,1.324,medium,0.028,539029
1034,2020-06-02,1.324,medium,0.424,389908
1035,2021-08-17,1.324,medium,0.761,687897
1036,2018-05-23,1.324,medium,0.481,390903
1037,2024-12-23,1.323,medium,0.827,502260
1038,2024-10-09,1.323,medium,0.764,415101
1039,2017-03-21,1.323,medium,0.952,414738
1040,2024-09-17,1.321,medium,0.05,509253
1041,2024-07-15,1.32,medium,0.272,703410
1042,2024-01-05,1.32,medium,0.083,627475
1043,2022-08-16,1.32,medium,0.139,555979
1044,2018-02-23,1.319,medium,1.226,383733
1045,2017-06-27,1.319,medium,1.16,418001
1046,2015-08-11,1.318,medium,0.731,301820
1047,2021-10-07,1.318,medium,0.69,492756
1048,2021-03-30,1.318,medium,0.42,516408
1049,2020-11-19,1.317,medium,0.61,358180
1050,2024-01-29,1.316,medium,0.915,568739
1051,2018-01-02,1.316,medium,1.118,259593
1052,2023-08-11,1.315,medium,0.603,613959
1053,2022-01-12,1.315,medium,0.3,671265
1054,2021-04-13,1.314,medium,0.996,485938
1055,2022-06-08,1.314,medium,0.616,575622
1056,2018-09-06,1.311,medium,0.71,606515
1057,2017-12-01,1.311,medium,0.242,608005
1058,2018-07-02,1.311,medium,0.494,379570
1059,2023-12-06,1.311,medium,0.519,675482
1060,2020-11-23,1.311,medium,0.003,425777
1061,2016-01-11,1.31,medium,0.158,435576
1062,2015-11-18,1.309,medium,1.087,242823
1063,2020-12-01,1.308,medium,1.151,464023
1064,2023-03-28,1.305,medium,0.366,537965
1065,2020-05-21,1.303,medium,1.059,429220
1066,2021-08-18,1.302,medium,0.833,568846
1067,2018-06-21,1.296,medium,0.737,424012
1068,2016-02-04,1.294,medium,0.219,383175
1069,2016-04-28,1.293,medium,0.561,306766
1070,2021-01-08,1.291,medium,1.067,508107
1071,2021-04-20,1.287,medium,0.616,606019
1072,2020-01-27,1.287,medium,1.601,792705
1073,2020-01-06,1.286,medium,0.322,469514
1074,2018-11-06,1.285,medium,0.675,514296
1075,2015-09-24,1.285,medium,0.23,355070
1076,2016-01-28,1.283,medium,0.373,414082
1077,2023-10-02,1.283,medium,0.692,762896
1078,2021-11-04,1.283,medium,1.051,524361
1079,2018-12-18,1.282,medium,0.058,646315
1080,2019-05-03,1.281,medium,1.223,454088
1081,2019-07-10,1.281,medium,0.777,442842
1082,2016-04-29,1.281,medium,0.682,402426
1083,2020-10-09,1.279,medium,1.282,408445
1084,2021-09-10,1.279,medium,0.635,387522
1085,2024-07-29,1.278,medium,0.168,600017
1086,2020-12-28,1.276,medium,0.821,346691
1087,2016-12-13,1.276,medium,0.895,296399
1088,2023-03-24,1.275,medium,0.235,676547
1089,2018-04-30,1.275,medium,0.589,389473
1090,2022-08-15,1.275,medium,0.628,463768
1091,2018-07-25,1.274,medium,0.511,351372
1092,2015-01-06,1.273,medium,0.834,426154
1093,2023-01-19,1.273,medium,0.847,577769
1094,2015-04-17,1.27,medium,0.896,302065
1095,2024-11-01,1.269,medium,0.618,538348
1096,2022-06-29,1.268,medium,0.115,590173
1097,2017-07-03,1.268,medium,0.733,232656
1098,2023-11-22,1.267,medium,0.325,624552
1099,2020-06-18,1.267,medium,0.0,518436
1100,2019-02-04,1.266,medium,0.608,353660
1101,2019-05-31,1.265,medium,1.207,540433
1102,2019-08-19,1.265,medium,1.099,401476
1103,2019-02-12,1.263,medium,1.055,363950
1104,2024-07-05,1.262,medium,0.953,600207
1105,2023-12-08,1.262,medium,0.326,525906
1106,2016-10-11,1.259,medium,0.837,316603
1107,2019-03-27,1.259,medium,0.412,592979
1108,2017-09-25,1.259,medium,0.662,447828
1109,2021-01-05,1.259,medium,0.692,483173
1110,2015-06-18,1.258,medium,1.018,275557
1111,2016-11-01,1.258,medium,0.504,307806
1112,2022-10-12,1.257,medium,0.033,731214
1113,2024-06-11,1.256,medium,0.635,564706
1114,2019-01-08,1.256,medium,0.643,539049
1115,2023-09-06,1.253,medium,0.757,596503
1116,2023-04-14,1.253,medium,0.181,627824
1117,2015-07-06,1.253,medium,0.081,285735
1118,2020-06-01,1.252,medium,0.28,345593
1119,2021-10-11,1.252,medium,0.611,510490
1120,2015-01-08,1.25,medium,1.122,272056
1121,2023-07-26,1.248,medium,0.346,683826
1122,2023-11-09,1.246,medium,0.746,710427
1123,2024-08-12,1.246,medium,0.117,469892
1124,2024-08-30,1.245,medium,1.097,495609
1125,2015-07-24,1.243,medium,0.765,236180
1126,2020-07-08,1.242,medium,0.967,481023
1127,2022-09-16,1.242,medium,0.502,754923
1128,2021-06-22,1.242,medium,0.751,420968
1129,2024-02-07,1.242,medium,0.922,613340
1130,2019-08-16,1.241,medium,1.109,449473
1131,2021-05-05,1.239,medium,0.275,520694
1132,2018-05-15,1.239,medium,0.841,432917
1133,2022-08-23,1.238,medium,0.084,570278
1134,2018-12-03,1.238,medium,1.093,575964
1135,2021-03-29,1.236,medium,0.141,574193
1136,2017-07-05,1.236,medium,0.718,392297
1137,2015-04-30,1.236,medium,0.959,353283
1138,2024-10-03,1.235,medium,0.092,521252
1139,2024-01-24,1.233,medium,0.46,721605
1140,2019-05-01,1.233,medium,0.408,484406
1141,2015-12-16,1.232,medium,0.741,287576
1142,2021-08-16,1.231,medium,0.046,590789
1143,2023-12-13,1.231,medium,1.083,672137
1144,2023-06-16,1.231,medium,0.6,636907
1145,2020-02-18,1.231,medium,0.03,668505
1146,2024-04-09,1.229,medium,0.241,696069
1147,2018-02-20,1.228,medium,0.038,461892
1148,2015-04-06,1.227,medium,1.083,154026
1149,2021-07-02,1.226,medium,0.944,392168
1150,2020-08-13,1.225,medium,0.352,413661
1151,2024-09-24,1.225,medium,0.411,450074
1152,2017-06-12,1.224,medium,0.33,613912
1153,2023-01-17,1.223,medium,0.116,576141
1154,2024-09-16,1.222,medium,0.486,376502
1155,2024-07-01,1.22,medium,0.582,639341
1156,2021-09-29,1.22,medium,0.142,649554
1157,2021-01-12,1.218,medium,0.043,461733
1158,2021-07-16,1.217,medium,0.665,539012
1159,2021-02-03,1.217,medium,0.336,499098
1160,2022-12-07,1.216,medium,0.395,631005
1161,2021-03-23,1.216,medium,0.412,604250
1162,2023-07-17,1.216,medium,0.808,522129
1163,2023-10-10,1.215,medium,0.482,648613
1164,2024-11-26,1.215,medium,0.511,496989
1165,2021-09-30,1.214,medium,0.325,663413
1166,2021-11-09,1.213,medium,0.6,560749
1167,2019-08-22,1.213,medium,0.368,763864
1168,2020-06-08,1.211,medium,0.602,391647
1169,2024-10-02,1.21,medium,0.164,471002
1170,2019-08-09,1.209,medium,0.715,619044
1171,2019-10-09,1.209,medium,0.74,404170
1172,2019-03-07,1.207,medium,0.829,57217
1173,2016-02-22,1.207,medium,0.744,189979
1174,2023-09-13,1.207,medium,0.295,752742
1175,2019-06-20,1.206,medium,0.667,500886
1176,2023-10-27,1.205,medium,0.435,782097
1177,2023-11-15,1.204,medium,0.053,685072
1178,2023-05-17,1.204,medium,0.995,621137
1179,2016-12-05,1.203,medium,0.537,207428
1180,2020-12-15,1.202,medium,0.868,401624
1181,2019-02-15,1.202,medium,0.442,430944
1182,2018-06-28,1.201,medium,0.623,483220
1183,2021-01-15,1.199,medium,0.629,539769
1184,2023-01-24,1.199,medium,0.168,511370
1185,2024-08-27,1.198,medium,0.297,441146
1186,2019-01-18,1.197,medium,0.752,499881
1187,2019-01-10,1.197,medium,0.215,496364
1188,2024-05-24,1.196,medium,0.877,552083
1189,2020-11-27,1.194,medium,0.699,296828
1190,2024-04-26,1.193,medium,1.434,628227
1191,2016-03-29,1.193,medium,0.921,229527
1192,2023-08-03,1.193,medium,0.192,658841
1193,2024-06-25,1.192,medium,1.04,574518
1194,2018-12-13,1.191,medium,0.17,68819
1195,2024-12-09,1.191,medium,0.76,509945
1196,2018-01-16,1.191,medium,0.133,516270
1197,2020-02-05,1.189,medium,0.217,729548
1198,2018-06-19,1.189,medium,0.232,450281
1199,2015-03-10,1.189,medium,1.115,313249
1200,2024-05-30,1.186,medium,0.962,619548
1201,2024-06-04,1.186,medium,0.269,616703
1202,2015-11-09,1.182,medium,0.652,256938
1203,2020-08-31,1.182,medium,0.821,480979
1204,2021-02-19,1.182,medium,0.346,535194
1205,2024-03-19,1.182,medium,0.193,660394
1206,2016-04-07,1.181,medium,0.858,260817
1207,2019-08-30,1.18,medium,0.201,450746
1208,2022-11-23,1.18,medium,0.742,474645
1209,2018-10-15,1.18,medium,0.951,641765
1210,2020-12-11,1.176,medium,0.213,313453
1211,2018-01-22,1.176,medium,0.86,262762
1212,2022-08-24,1.175,medium,0.211,503227
1213,2018-04-11,1.174,medium,0.328,443623
1214,2024-01-16,1.174,medium,0.015,816021
1215,2018-02-26,1.173,medium,0.905,297831
1216,2021-09-13,1.172,medium,0.022,565373
1217,2015-07-08,1.168,medium,1.023,335132
1218,2016-02-16,1.168,medium,1.221,320588
1219,2016-11-15,1.167,medium,0.918,238486
1220,2015-09-03,1.166,medium,0.42,332566
1221,2018-07-23,1.166,medium,0.68,287213
1222,2021-07-28,1.166,medium,0.357,577186
1223,2016-05-16,1.166,medium,0.693,197887
1224,2018-01-24,1.166,medium,0.346,526387
1225,2016-05-17,1.165,medium,0.754,256918
1226,2024-01-03,1.164,medium,0.98,677219
1227,2019-06-06,1.163,medium,0.53,484835
1228,2016-04-01,1.162,medium,0.693,245916
1229,2017-06-14,1.162,medium,0.301,429542
1230,2016-02-18,1.162,medium,0.579,254579
1231,2023-11-21,1.16,medium,0.529,575452
1232,2021-10-08,1.16,medium,0.412,550607
1233,2017-12-05,1.16,medium,0.07,443788
1234,2021-10-13,1.16,medium,0.631,556059
1235,2019-07-24,1.16,medium,0.499,356159
1236,2021-04-09,1.159,medium,0.491,494768
1237,2023-09-01,1.159,medium,0.124,572689
1238,2024-03-06,1.159,medium,0.572,806131
1239,2018-06-07,1.157,medium,0.533,68276
1240,2023-10-31,1.156,medium,0.444,712605
1241,2020-08-21,1.156,medium,0.59,414226
1242,2016-12-07,1.156,medium,0.699,232690
1243,2019-05-02,1.155,medium,0.209,454088
1244,2020-12-18,1.155,medium,0.247,460979
1245,2023-03-30,1.154,medium,0.752,624955
1246,2023-05-12,1.153,medium,0.315,628035
1247,2018-04-23,1.152,medium,0.096,384306
1248,2022-09-14,1.152,medium,0.712,677897
1249,2021-01-13,1.151,medium,0.519,416295
1250,2021-06-18,1.151,medium,0.714,575363
1251,2020-08-25,1.15,medium,0.62,495891
1252,2019-09-04,1.148,medium,0.999,399672
1253,2018-10-09,1.148,medium,0.07,583403
1254,2018-09-11,1.147,medium,0.495,467702
1255,2023-04-04,1.146,medium,0.323,577032
1256,2015-09-17,1.146,medium,0.152,329847
1257,2019-10-18,1.145,medium,0.669,437753
1258,2022-11-25,1.145,medium,0.548,252366
1259,2015-09-04,1.144,medium,0.491,354122
1260,2023-04-20,1.142,medium,0.694,680299
1261,2018-09-24,1.142,medium,0.338,390762
1262,2017-11-09,1.141,medium,0.288,266728
1263,2018-02-28,1.141,medium,0.512,461819
1264,2015-12-18,1.141,medium,0.859,340479
1265,2023-09-11,1.14,medium,1.017,606599
1266,2015-09-15,1.138,medium,0.697,246233
1267,2021-10-27,1.138,medium,0.229,534474
1268,2024-11-18,1.137,medium,0.642,525474
1269,2018-11-27,1.137,medium,0.407,577173
1270,2016-12-30,1.136,medium,0.686,197659
1271,2018-04-19,1.136,medium,0.648,422339
1272,2020-07-22,1.136,medium,0.342,483851
1273,2019-10-25,1.131,medium,0.993,348318
1274,2023-08-18,1.131,medium,0.199,731241
1275,2023-06-28,1.131,medium,0.106,662146
1276,2015-12-29,1.13,medium,0.999,158098
1277,2024-06-27,1.129,medium,0.126,589649
1278,2017-05-18,1.129,medium,0.598,522258
1279,2021-07-13,1.129,medium,0.024,506392
1280,2015-09-18,1.129,medium,0.583,333044
1281,2015-10-08,1.129,medium,0.285,317019
1282,2019-07-18,1.128,medium,0.446,413722
1283,2020-01-02,1.127,medium,1.198,416637
1284,2019-09-19,1.127,medium,0.0,425158
1285,2021-10-12,1.127,medium,0.269,599367
1286,2018-06-14,1.126,medium,0.784,335148
1287,2017-06-19,1.126,medium,0.935,271968
1288,2021-09-15,1.125,medium,0.637,511438
1289,2020-11-18,1.125,medium,0.527,475826
1290,2015-06-29,1.125,medium,1.376,334972
1291,2018-11-23,1.124,medium,0.477,362540
1292,2018-06-01,1.124,medium,1.057,335020
1293,2018-09-17,1.124,medium,1.037,451747
1294,2023-09-22,1.123,medium,0.04,624056
1295,2024-12-10,1.123,medium,0.347,530715
1296,2024-03-13,1.123,medium,0.74,754400
1297,2024-01-09,1.122,medium,0.141,605921
1298,2020-09-29,1.122,medium,0.401,444170
1299,2021-08-03,1.121,medium,0.523,520377
1300,2020-08-17,1.12,medium,1.089,246403
1301,2024-08-16,1.119,medium,0.116,458933
1302,2020-05-08,1.118,medium,0.921,362315
1303,2016-01-25,1.118,medium,0.838,287599
1304,2021-09-21,1.117,medium,0.081,659780
1305,2019-05-29,1.116,medium,0.781,568052
1306,2019-06-13,1.116,medium,0.479,49766
1307,2022-01-03,1.115,medium,0.854,513549
1308,2015-05-26,1.114,medium,0.652,228084
1309,2024-10-22,1.113,medium,0.104,465187
1310,2023-06-20,1.113,medium,0.065,652883
1311,2019-03-13,1.112,medium,0.613,405395
1312,2019-04-23,1.112,medium,0.967,427149
1313,2023-09-12,1.111,medium,0.982,643521
1314,2015-05-06,1.11,medium,0.466,335134
1315,2021-02-16,1.11,medium,0.222,604657
1316,2021-11-12,1.109,medium,0.895,422493
1317,2018-09-12,1.109,medium,0.251,586137
1318,2018-04-13,1.108,medium,0.311,465366
1319,2019-10-07,1.108,medium,0.257,381262
1320,2023-12-11,1.107,medium,0.771,541149
1321,2021-11-03,1.107,medium,0.89,448135
1322,2018-11-16,1.106,medium,0.206,691502
1323,2024-11-04,1.106,medium,0.315,513359
1324,2023-12-05,1.105,medium,0.22,683586
1325,2023-09-19,1.105,medium,0.224,552065
1326,2016-04-26,1.104,medium,0.263,212776
1327,2016-07-08,1.103,medium,0.863,234625
1328,2017-06-21,1.103,medium,0.718,319202
1329,2016-02-01,1.102,medium,0.39,263363
1330,2019-09-11,1.102,medium,0.698,383871
1331,2017-08-29,1.102,medium,0.281,334338
1332,2023-07-21,1.101,medium,0.292,704413
1333,2018-03-21,1.101,medium,0.339,454570
1334,2020-05-19,1.101,medium,0.204,392499
1335,2019-10-30,1.1,medium,0.513,381307
1336,2021-12-23,1.099,medium,0.676,349182
1337,2023-05-04,1.099,medium,0.365,656440
1338,2024-02-14,1.098,medium,1.035,688088
1339,2023-12-12,1.098,medium,0.68,614476
1340,2018-07-05,1.097,medium,1.015,378283
1341,2016-03-11,1.096,medium,0.935,214178
1342,2019-09-03,1.095,medium,0.696,643037
1343,2019-04-30,1.095,medium,0.129,463833
1344,2024-02-09,1.094,medium,0.859,499282
1345,2021-06-01,1.094,medium,0.228,448000
1346,2024-05-06,1.093,medium,0.984,395489
1347,2019-02-21,1.093,medium,0.389,432866
1348,2024-04-03,1.092,medium,0.216,597987
1349,2021-06-21,1.091,medium,0.56,503663
1350,2019-01-29,1.091,medium,0.657,441622
1351,2019-05-17,1.091,medium,0.85,626777
1352,2016-02-29,1.088,medium,0.397,250315
1353,2015-05-05,1.088,medium,0.926,306244
1354,2015-07-10,1.087,medium,0.93,236765
1355,2018-09-13,1.087,medium,0.755,77043
1356,2020-07-17,1.084,medium,0.826,443143
1357,2018-05-02,1.083,medium,0.606,382532
1358,2024-11-11,1.082,medium,0.06,456006
1359,2019-07-25,1.081,medium,0.517,322305
1360,2019-07-09,1.081,medium,0.414,346314
1361,2021-07-09,1.081,medium,0.557,424770
1362,2015-10-05,1.08,medium,0.684,242309
1363,2024-11-14,1.079,medium,0.663,561950
1364,2019-09-18,1.078,medium,0.033,402501
1365,2023-06-13,1.078,medium,0.645,723269
1366,2018-04-12,1.076,medium,0.81,357175
1367,2024-09-30,1.076,medium,0.185,502195
1368,2023-07-14,1.076,medium,0.096,629943
1369,2023-08-22,1.076,medium,0.157,623728
1370,2021-10-26,1.074,medium,0.268,586099
1371,2020-02-13,1.074,medium,0.103,613580
1372,2023-11-29,1.072,medium,0.133,634326
1373,2017-12-15,1.072,medium,0.945,288903
1374,2024-01-25,1.072,medium,0.069,710822
1375,2021-06-28,1.072,medium,1.003,376860
1376,2021-05-21,1.071,medium,0.5,457735
1377,2015-05-14,1.07,medium,0.89,184396
1378,2015-07-16,1.07,medium,0.807,192220
1379,2024-12-06,1.07,medium,0.806,449840
1380,2021-12-28,1.07,medium,0.371,454633
1381,2020-12-22,1.07,medium,0.17,457270
1382,2021-08-30,1.07,medium,0.93,417563
1383,2019-08-27,1.069,medium,0.266,520966
1384,2023-04-24,1.069,medium,0.218,582286
1385,2019-08-21,1.069,medium,0.778,344352
1386,2015-10-15,1.069,medium,1.153,275986
1387,2023-07-07,1.069,medium,0.32,555119
1388,2024-12-04,1.067,medium,1.128,456368
1389,2015-01-12,1.067,medium,0.476,319438
1390,2018-06-20,1.067,medium,0.595,320649
1391,2016-06-17,1.066,medium,0.77,250757
1392,2016-02-25,1.065,medium,0.492,265546
1393,2018-07-31,1.065,medium,0.434,430194
1394,2019-09-10,1.063,medium,0.147,446533
1395,2019-02-05,1.063,medium,0.713,369764
1396,2023-06-05,1.063,medium,0.079,619089
1397,2024-02-06,1.062,medium,0.204,623168
1398,2017-09-05,1.06,medium,0.544,485650
1399,2023-02-22,1.06,medium,0.005,640711
1400,2022-08-04,1.058,medium,0.344,542680
1401,2015-04-23,1.058,medium,0.485,252582
1402,2015-01-05,1.057,medium,0.73,313771
1403,2018-02-27,1.057,medium,0.844,498392
1404,2024-02-12,1.056,medium,0.372,538132
1405,2023-05-31,1.056,medium,0.57,680429
1406,2021-11-18,1.056,medium,0.88,602241
1407,2019-01-31,1.055,medium,0.791,557023
1408,2024-09-20,1.055,medium,0.281,470844
1409,2021-05-03,1.054,medium,0.36,473913
1410,2024-07-03,1.054,medium,0.718,395129
1411,2020-12-14,1.054,medium,0.617,421789
1412,2019-03-20,1.054,medium,0.321,550615
1413,2023-04-28,1.053,medium,0.563,671058
1414,2021-06-08,1.052,medium,0.043,482546
1415,2020-12-02,1.052,medium,0.013,400405
1416,2024-12-26,1.051,medium,0.089,398732
1417,2019-11-20,1.051,medium,0.446,526978
1418,2018-05-29,1.051,medium,0.158,487638
1419,2024-12-13,1.05,medium,0.63,623532
1420,2019-07-05,1.05,medium,0.335,375287
1421,2021-04-08,1.049,medium,0.864,435060
1422,2021-02-12,1.049,medium,0.456,392927
1423,2021-12-10,1.049,medium,0.941,415881
1424,2023-10-30,1.047,medium,0.917,704860
1425,2018-02-13,1.047,medium,0.301,382334
1426,2017-11-16,1.042,medium,0.8,339694
1427,2018-01-30,1.042,medium,0.511,524079
1428,2017-06-15,1.042,medium,0.268,435110
1429,2019-03-26,1.042,medium,0.21,557412
1430,2021-10-22,1.041,medium,0.753,545390
1431,2024-09-27,1.04,medium,0.581,429452
1432,2024-07-10,1.04,medium,0.995,576694
1433,2018-02-01,1.039,medium,0.643,642482
1434,2019-06-11,1.038,medium,0.026,461725
1435,2023-07-25,1.037,medium,0.622,554880
1436,2024-06-07,1.037,medium,0.108,612033
1437,2019-10-15,1.037,medium,0.951,347657
1438,2015-07-09,1.036,medium,0.095,260171
1439,2015-05-07,1.035,medium,0.399,249245
1440,2020-08-18,1.033,medium,0.863,326816
1441,2015-05-27,1.032,medium,0.831,198538
1442,2019-01-09,1.032,medium,0.5,496789
1443,2020-06-17,1.031,medium,0.168,404568
1444,2016-05-12,1.03,medium,0.227,262049
1445,2023-04-19,1.029,medium,0.064,529506
1446,2021-04-26,1.029,medium,0.502,403664
1447,2023-09-14,1.029,medium,0.682,648254
1448,2019-12-12,1.028,medium,0.545,65267
1449,2015-04-01,1.027,medium,0.225,311506
1450,2016-04-19,1.027,medium,0.261,256892
1451,2019-12-30,1.026,medium,0.428,404047
1452,2015-08-05,1.025,medium,0.55,247802
1453,2024-05-29,1.023,medium,0.67,573938
1454,2023-12-01,1.023,medium,0.211,621710
1455,2018-11-29,1.022,medium,0.051,485575
1456,2023-04-18,1.022,medium,0.041,576668
1457,2019-07-22,1.022,medium,0.763,355209
1458,2020-11-13,1.021,medium,0.77,445512
1459,2017-08-02,1.019,medium,0.24,389618
1460,2021-11-15,1.018,medium,0.026,483873
1461,2021-07-23,1.018,medium,0.947,449261
1462,2015-09-21,1.018,medium,0.197,254496
1463,2019-09-26,1.016,medium,0.31,598171
1464,2023-12-29,1.016,medium,0.352,470864
1465,2023-09-25,1.015,medium,0.385,568859
1466,2018-12-31,1.014,medium,0.433,386061
1467,2020-08-14,1.014,medium,0.296,398616
1468,2024-07-23,1.013,medium,0.355,601990
1469,2015-02-05,1.01,medium,0.601,200569
1470,2015-10-28,1.01,medium,0.54,306875
1471,2016-05-10,1.009,medium,0.759,204247
1472,2024-05-22,1.009,medium,0.061,578439
1473,2018-09-04,1.009,medium,0.212,470667
1474,2015-01-30,1.007,medium,0.621,345604
1475,2023-02-06,1.006,medium,0.712,535147
1476,2022-08-18,1.006,medium,0.183,530513
1477,2019-10-23,1.005,medium,0.399,348671
1478,2015-02-10,1.002,medium,0.852,225792
1479,2020-10-27,1.002,medium,0.665,551642
1480,2024-04-16,1.001,medium,0.026,766364
1481,2016-08-02,1.001,medium,0.389,261263
1482,2020-11-20,0.999,medium,0.551,358180
1483,2021-07-29,0.999,medium,0.147,412593
1484,2016-07-06,0.998,medium,0.475,253791
1485,2023-07-05,0.998,medium,0.023,519857
1486,2018-01-26,0.998,medium,0.988,326274
1487,2024-07-16,0.998,medium,0.065,629745
1488,2023-06-29,0.998,medium,0.17,594134
1489,2023-02-28,0.997,medium,0.075,646026
1490,2018-02-16,0.997,medium,0.298,445962
1491,2024-02-23,0.997,medium,0.283,659725
1492,2021-10-21,0.995,medium,0.553,436644
1493,2018-04-05,0.995,medium,0.185,631810
1494,2015-01-02,0.994,medium,0.256,229555
1495,2023-04-11,0.994,medium,0.532,549047
1496,2021-06-14,0.994,medium,0.777,376141
1497,2016-07-05,0.993,medium,0.392,200656
1498,2021-10-28,0.993,medium,0.956,484693
1499,2015-01-09,0.992,medium,0.436,341966
1500,2018-07-24,0.992,medium,0.137,406774
1501,2015-03-16,0.991,medium,0.688,245966
1502,2015-12-31,0.991,medium,0.761,160705
1503,2015-10-23,0.988,medium,0.772,361589
1504,2017-08-22,0.986,medium,0.951,307895
1505,2024-08-21,0.985,medium,0.469,479077
1506,2015-08-31,0.984,medium,0.837,303204
1507,2021-09-14,0.984,medium,0.275,536799
1508,2019-04-03,0.984,medium,0.603,483546
1509,2023-03-08,0.982,medium,0.399,633419
1510,2020-08-19,0.981,medium,0.543,410893
1511,2019-03-25,0.981,medium,0.132,596897
1512,2024-09-23,0.981,medium,0.243,391451
1513,2018-11-08,0.979,medium,0.518,596695
1514,2018-09-07,0.978,medium,0.182,606515
1515,2020-01-13,0.978,medium,0.928,380440
1516,2024-04-01,0.978,medium,0.11,572133
1517,2019-06-26,0.977,medium,0.202,376979
1518,2015-09-23,0.977,medium,0.062,238547
1519,2017-07-07,0.977,medium,0.68,266767
1520,2016-11-11,0.977,medium,0.054,324940
1521,2021-08-27,0.974,medium,0.832,441045
1522,2018-09-20,0.974,medium,0.783,403730
1523,2019-03-08,0.973,medium,0.023,379784
1524,2024-02-05,0.973,medium,0.167,621645
1525,2020-12-08,0.971,medium,0.268,365422
1526,2019-08-28,0.97,medium,0.349,480975
1527,2024-10-21,0.97,medium,0.166,444133
1528,2018-08-13,0.97,medium,0.096,377939
1529,2020-10-23,0.969,medium,0.095,501243
1530,2018-11-30,0.968,medium,0.367,485575
1531,2021-07-21,0.967,medium,0.595,404345
1532,2016-10-27,0.967,medium,0.593,261342
1533,2024-09-25,0.966,medium,0.113,396337
1534,2016-06-30,0.965,medium,0.595,242965
1535,2015-11-02,0.965,medium,0.659,162655
1536,2024-10-18,0.964,medium,0.456,379028
1537,2023-04-26,0.963,medium,0.509,755124
1538,2023-07-11,0.961,medium,0.415,552637
1539,2021-12-08,0.961,medium,0.386,490088
1540,2020-11-17,0.961,medium,0.202,401505
1541,2015-03-06,0.961,medium,0.599,296605
1542,2015-01-14,0.961,medium,0.182,450812
1543,2024-01-10,0.96,medium,0.61,550703
1544,2015-09-11,0.957,medium,0.413,197765
1545,2024-10-10,0.956,medium,0.156,450569
1546,2024-03-27,0.956,medium,0.271,605634
1547,2024-11-29,0.955,medium,0.816,337798
1548,2017-08-11,0.954,medium,0.547,394754
1549,2023-12-21,0.952,medium,1.011,639818
1550,2017-06-26,0.952,medium,0.385,311741
1551,2018-07-16,0.95,medium,0.658,246001
1552,2023-09-08,0.95,medium,0.086,593361
1553,2015-12-15,0.95,medium,0.532,329055
1554,2015-01-21,0.949,medium,0.219,327200
1555,2016-06-23,0.948,medium,0.909,194791
1556,2024-11-13,0.948,medium,0.134,533739
1557,2021-11-16,0.947,medium,0.591,424380
1558,2021-07-30,0.946,medium,0.459,505630
1559,2015-11-12,0.946,medium,0.609,268158
1560,2018-09-27,0.946,medium,0.634,381496
1561,2024-02-15,0.945,medium,0.16,657768
1562,2021-09-23,0.944,medium,0.773,470511
1563,2021-09-16,0.944,medium,0.071,476956
1564,2016-04-12,0.943,medium,0.512,252487
1565,2023-09-05,0.942,medium,0.102,604891
1566,2016-04-22,0.942,medium,0.425,285544
1567,2017-11-30,0.941,medium,0.677,608005
1568,2016-02-26,0.94,medium,0.196,272803
1569,2018-05-09,0.94,medium,0.766,316609
1570,2019-06-05,0.939,medium,0.488,534798
1571,2021-01-14,0.938,medium,0.451,417583
1572,2021-07-06,0.933,medium,0.35,557682
1573,2023-10-11,0.933,medium,0.625,614965
1574,2023-06-02,0.932,medium,0.604,623290
1575,2016-09-30,0.931,medium,0.329,248154
1576,2019-05-08,0.93,medium,0.251,621509
1577,2016-04-06,0.93,medium,0.868,241958
1578,2015-07-21,0.93,medium,0.062,226216
1579,2024-01-12,0.93,medium,0.016,593445
1580,2023-05-22,0.928,medium,0.271,538203
1581,2016-11-30,0.927,medium,0.747,231494
1582,2024-06-14,0.926,medium,0.389,575674
1583,2015-01-20,0.924,medium,0.461,347445
1584,2024-03-25,0.923,medium,0.303,456250
1585,2016-11-07,0.919,medium,1.518,223773
