rank,date,avg_range,regime,mean_vol,volume
2189,2015-10-20,0.564,low,0.398,200211
2190,2017-03-24,0.563,low,0.288,294980
2191,2018-01-19,0.563,low,0.333,324203
2192,2019-03-18,0.563,low,0.171,366874
2193,2019-11-15,0.562,low,0.478,367145
2194,2015-03-12,0.559,low,0.321,108665
2195,2015-02-13,0.559,low,0.438,190386
2196,2017-04-06,0.558,low,0.077,287867
2197,2017-09-26,0.557,low,0.179,343472
2198,2015-02-19,0.556,low,0.368,168236
2199,2016-09-02,0.554,low,0.226,227919
2200,2019-11-13,0.554,low,0.083,382042
2201,2017-07-24,0.554,low,0.17,195018
2202,2017-08-15,0.553,low,0.022,249827
2203,2021-09-07,0.55,low,0.125,542055
2204,2019-11-27,0.547,low,0.479,242603
2205,2016-07-28,0.547,low,0.155,220001
2206,2017-01-05,0.546,low,0.356,169565
2207,2017-10-10,0.544,low,0.008,238961
2208,2016-12-15,0.544,low,0.028,249163
2209,2015-06-30,0.543,low,0.165,304509
2210,2017-02-24,0.542,low,0.134,211944
2211,2018-07-18,0.542,low,0.166,267804
2212,2015-05-13,0.541,low,0.04,200865
2213,2019-04-05,0.541,low,0.408,358710
2214,2015-06-24,0.541,low,0.338,165445
2215,2015-04-15,0.541,low,0.323,170496
2216,2017-01-24,0.54,low,0.403,141578
2217,2015-04-21,0.538,low,0.283,190749
2218,2024-05-13,0.538,low,0.203,411036
2219,2016-10-26,0.534,low,0.407,234117
2220,2017-10-30,0.532,low,0.097,360344
2221,2016-10-31,0.532,low,0.118,199169
2222,2016-10-12,0.531,low,0.171,234222
2223,2017-08-16,0.53,low,0.128,293910
2224,2015-06-22,0.53,low,0.438,157035
2225,2019-09-06,0.529,low,0.021,356484
2226,2021-07-26,0.529,low,0.11,391517
2227,2017-08-03,0.529,low,0.232,289423
2228,2017-11-06,0.529,low,0.246,218392
2229,2024-02-08,0.526,low,0.134,471370
2230,2015-08-18,0.526,low,0.274,164755
2231,2016-06-15,0.526,low,0.168,245562
2232,2019-04-09,0.525,low,0.288,389517
2233,2016-09-23,0.525,low,0.375,197323
2234,2016-03-14,0.524,low,0.179,203722
2235,2015-06-03,0.524,low,0.325,190316
2236,2015-03-04,0.523,low,0.164,210995
2237,2016-05-09,0.522,low,0.102,206931
2238,2015-12-01,0.52,low,0.615,228425
2239,2019-03-14,0.519,low,0.288,361924
2240,2017-04-12,0.519,low,0.344,251108
2241,2017-02-03,0.518,low,0.293,181444
2242,2024-06-06,0.517,low,0.067,524900
2243,2017-03-08,0.517,low,0.157,221615
2244,2018-03-16,0.516,low,0.264,287434
2245,2019-12-20,0.516,low,0.324,307870
2246,2017-09-01,0.515,low,0.028,229855
2247,2019-07-12,0.515,low,0.382,299817
2248,2018-05-11,0.515,low,0.05,263016
2249,2015-07-20,0.514,low,0.277,169781
2250,2018-08-08,0.512,low,0.055,250480
2251,2019-04-12,0.512,low,0.333,346210
2252,2015-11-20,0.509,low,0.383,177125
2253,2018-08-03,0.509,low,0.157,298355
2254,2015-05-11,0.507,low,0.235,170514
2255,2016-08-01,0.504,low,0.228,199516
2256,2017-01-11,0.503,low,0.188,218752
2257,2017-06-06,0.502,low,0.196,257087
2258,2017-02-17,0.501,low,0.302,170805
2259,2018-09-25,0.501,low,0.088,318332
2260,2015-11-27,0.499,low,0.068,105382
2261,2015-08-04,0.499,low,0.28,253010
2262,2019-11-11,0.498,low,0.068,229844
2263,2015-11-04,0.498,low,0.032,231004
2264,2017-06-08,0.498,low,0.064,100340
2265,2017-04-19,0.497,low,0.101,213579
2266,2019-11-26,0.496,low,0.216,285726
2267,2015-01-23,0.495,low,0.031,227200
2268,2016-10-05,0.495,low,0.202,182962
2269,2016-08-30,0.495,low,0.22,186259
2270,2017-06-22,0.495,low,0.116,233021
2271,2019-11-05,0.495,low,0.045,305795
2272,2015-03-02,0.494,low,0.462,185330
2273,2015-03-24,0.494,low,0.104,184226
2274,2016-10-10,0.494,low,0.432,159238
2275,2015-03-27,0.494,low,0.205,209529
2276,2017-01-04,0.494,low,0.342,171952
2277,2020-01-17,0.494,low,0.342,438669
2278,2024-07-08,0.492,low,0.177,497107
2279,2017-01-10,0.491,low,0.114,153774
2280,2018-06-05,0.491,low,0.305,256212
2281,2017-06-01,0.49,low,0.324,266069
2282,2021-06-23,0.49,low,0.028,366489
2283,2019-07-26,0.489,low,0.35,322305
2284,2019-10-16,0.489,low,0.104,347550
2285,2015-03-17,0.488,low,0.241,260406
2286,2015-12-23,0.488,low,0.206,147737
2287,2017-04-24,0.488,low,0.727,212519
2288,2015-10-26,0.487,low,0.062,184127
2289,2017-01-23,0.486,low,0.065,181150
2290,2017-04-04,0.485,low,0.112,195119
2291,2016-03-24,0.484,low,0.024,196013
2292,2016-08-17,0.481,low,0.07,197778
2293,2021-08-13,0.48,low,0.263,364520
2294,2016-07-27,0.48,low,0.569,230410
2295,2017-08-23,0.478,low,0.342,301682
2296,2016-11-18,0.477,low,0.254,168797
2297,2015-10-12,0.476,low,0.21,132675
2298,2016-03-15,0.476,low,0.02,226022
2299,2023-07-03,0.474,low,0.157,265064
2300,2017-01-19,0.472,low,0.012,185603
2301,2017-01-20,0.471,low,0.059,216184
2302,2017-11-13,0.471,low,0.029,229366
2303,2016-03-18,0.471,low,0.024,240454
2304,2021-06-25,0.47,low,0.089,379758
2305,2019-04-24,0.47,low,0.091,387633
2306,2017-12-21,0.47,low,0.034,211561
2307,2017-11-08,0.469,low,0.272,218248
2308,2015-07-29,0.468,low,0.119,222563
2309,2019-04-02,0.468,low,0.2,359192
2310,2019-07-15,0.468,low,0.247,247176
2311,2016-11-28,0.467,low,0.095,143185
2312,2016-07-22,0.467,low,0.247,152974
2313,2017-12-18,0.466,low,0.385,220351
2314,2017-02-02,0.464,low,0.214,209875
2315,2016-10-03,0.464,low,0.057,177125
2316,2015-08-14,0.464,low,0.192,167712
2317,2017-07-20,0.463,low,0.078,265354
2318,2016-07-12,0.463,low,0.266,190097
2319,2017-11-17,0.463,low,0.296,275846
2320,2016-07-21,0.462,low,0.159,181960
2321,2018-08-31,0.461,low,0.115,346901
2322,2019-11-29,0.46,low,0.33,242603
2323,2023-12-28,0.46,low,0.119,357702
2324,2021-06-30,0.46,low,0.08,384458
2325,2017-02-07,0.459,low,0.231,164423
2326,2017-02-14,0.459,low,0.201,166904
2327,2017-05-11,0.459,low,0.054,238806
2328,2016-06-01,0.459,low,0.036,194470
2329,2018-07-13,0.456,low,0.099,279818
2330,2017-07-21,0.455,low,0.072,254484
2331,2016-06-07,0.453,low,0.149,155623
2332,2015-02-26,0.452,low,0.335,193611
2333,2024-03-28,0.452,low,0.142,515193
2334,2016-12-22,0.45,low,0.163,110522
2335,2017-09-14,0.45,low,0.424,283913
2336,2016-07-07,0.45,low,0.17,184871
2337,2016-05-23,0.45,low,0.132,167178
2338,2016-08-11,0.449,low,0.236,147601
2339,2016-10-06,0.448,low,0.019,187196
2340,2017-04-10,0.448,low,0.012,197534
2341,2018-08-09,0.448,low,0.038,236834
2342,2023-04-07,0.447,low,0.0,41224
2343,2015-07-02,0.446,low,0.091,155244
2344,2017-03-16,0.446,low,0.05,187337
2345,2017-03-02,0.445,low,0.252,206020
2346,2015-03-09,0.445,low,0.115,217756
2347,2018-08-07,0.445,low,0.319,260630
2348,2015-04-02,0.444,low,0.079,168845
2349,2017-08-07,0.443,low,0.402,165201
2350,2016-03-31,0.442,low,0.076,190526
2351,2016-08-08,0.441,low,0.048,132186
2352,2021-05-26,0.438,low,0.266,343069
2353,2017-12-14,0.438,low,0.087,288903
2354,2019-04-16,0.438,low,0.301,373199
2355,2017-03-14,0.438,low,0.163,235023
2356,2017-06-07,0.437,low,0.185,274935
2357,2016-10-21,0.434,low,0.006,188661
2358,2016-04-14,0.432,low,0.02,163850
2359,2017-11-28,0.431,low,0.074,307329
2360,2015-06-11,0.43,low,0.023,93865
2361,2017-03-09,0.43,low,0.045,48313
2362,2017-02-01,0.43,low,0.437,237364
2363,2016-06-09,0.43,low,0.086,61578
2364,2016-06-06,0.429,low,0.218,164530
2365,2015-03-05,0.429,low,0.07,185176
2366,2017-11-10,0.428,low,0.056,266728
2367,2018-01-18,0.427,low,0.109,314511
2368,2015-02-25,0.427,low,0.181,173941
2369,2015-07-31,0.427,low,0.135,214679
2370,2017-10-20,0.426,low,0.145,222217
2371,2017-10-31,0.425,low,0.275,239132
2372,2016-05-26,0.425,low,0.233,163693
2373,2017-05-05,0.425,low,0.259,166263
2374,2015-04-16,0.424,low,0.087,162971
2375,2017-05-09,0.424,low,0.238,194000
2376,2017-03-06,0.422,low,0.131,166727
2377,2017-08-04,0.422,low,0.089,256730
2378,2015-02-09,0.422,low,0.183,198223
2379,2016-08-10,0.421,low,0.131,141495
2380,2017-01-17,0.42,low,0.259,198098
2381,2017-02-13,0.418,low,0.392,144520
2382,2016-04-15,0.415,low,0.102,171811
2383,2018-01-09,0.412,low,0.01,272445
2384,2017-09-28,0.412,low,0.028,268097
2385,2016-08-04,0.411,low,0.199,167881
2386,2017-09-12,0.409,low,0.152,296518
2387,2021-08-24,0.409,low,0.28,365577
2388,2015-04-10,0.407,low,0.209,126565
2389,2016-12-08,0.407,low,0.275,55427
2390,2023-12-27,0.407,low,0.156,424302
2391,2016-05-31,0.406,low,0.188,209605
2392,2017-02-08,0.406,low,0.176,166260
2393,2017-11-20,0.406,low,0.029,203721
2394,2016-08-29,0.405,low,0.096,146925
2395,2016-08-19,0.404,low,0.019,194623
2396,2016-12-29,0.404,low,0.066,121556
2397,2017-07-19,0.402,low,0.397,233290
2398,2016-08-03,0.402,low,0.18,170596
2399,2019-12-18,0.402,low,0.136,292213
2400,2015-07-15,0.4,low,0.252,187307
2401,2015-05-19,0.399,low,0.08,127690
2402,2017-02-09,0.399,low,0.254,157897
2403,2017-10-04,0.398,low,0.066,236714
2404,2015-05-15,0.397,low,0.02,140746
2405,2017-02-21,0.396,low,0.215,192758
2406,2017-07-13,0.393,low,0.133,240958
2407,2017-02-28,0.393,low,0.182,168037
2408,2021-06-11,0.393,low,0.208,229413
2409,2015-11-19,0.393,low,0.098,217266
2410,2016-09-16,0.391,low,0.006,285889
2411,2018-01-04,0.39,low,0.198,254577
2412,2017-03-07,0.39,low,0.134,180791
2413,2017-10-13,0.389,low,0.274,178530
2414,2017-10-24,0.389,low,0.162,235526
2415,2016-09-20,0.388,low,0.054,195027
2416,2016-08-09,0.386,low,0.16,134336
2417,2015-02-24,0.386,low,0.077,163047
2418,2018-01-08,0.386,low,0.209,198494
2419,2017-03-29,0.386,low,0.366,173940
2420,2017-12-12,0.385,low,0.138,296047
2421,2016-11-25,0.385,low,0.24,75485
2422,2016-08-15,0.384,low,0.235,130170
2423,2017-11-24,0.384,low,0.254,118443
2424,2017-09-22,0.384,low,0.106,272649
2425,2015-12-24,0.383,low,0.056,62054
2426,2017-03-10,0.382,low,0.184,262456
2427,2017-05-12,0.38,low,0.209,186832
2428,2017-03-20,0.378,low,0.118,144687
2429,2017-11-07,0.377,low,0.027,284157
2430,2016-10-17,0.375,low,0.013,179668
2431,2017-10-06,0.374,low,0.016,232608
2432,2017-03-31,0.374,low,0.012,166661
2433,2015-02-27,0.373,low,0.258,173304
2434,2017-12-28,0.372,low,0.082,138254
2435,2017-03-23,0.372,low,0.134,269772
2436,2016-10-19,0.371,low,0.041,148339
2437,2016-06-21,0.369,low,0.138,194521
2438,2016-08-23,0.369,low,0.067,160448
2439,2016-12-06,0.367,low,0.08,185123
2440,2017-07-17,0.365,low,0.132,217890
2441,2016-08-22,0.362,low,0.06,196397
2442,2016-09-28,0.36,low,0.095,208679
2443,2017-12-22,0.36,low,0.089,154620
2444,2017-10-11,0.359,low,0.189,180901
2445,2015-10-29,0.358,low,0.156,184529
2446,2016-08-16,0.357,low,0.308,156061
2447,2016-08-31,0.355,low,0.029,198477
2448,2017-12-27,0.354,low,0.063,158481
2449,2016-07-29,0.354,low,0.09,207360
2450,2017-05-16,0.353,low,0.262,183423
2451,2017-04-18,0.352,low,0.071,246219
2452,2021-08-25,0.351,low,0.048,405227
2453,2016-11-22,0.35,low,0.262,157465
2454,2017-05-04,0.349,low,0.144,223464
2455,2017-02-27,0.348,low,0.051,153779
2456,2016-06-08,0.347,low,0.063,172285
2457,2017-03-03,0.347,low,0.086,176727
2458,2017-01-13,0.345,low,0.327,136613
2459,2017-07-26,0.345,low,0.159,190190
2460,2017-01-27,0.344,low,0.18,138335
2461,2015-06-23,0.344,low,0.112,116969
2462,2016-09-07,0.343,low,0.016,193455
2463,2017-05-23,0.342,low,0.108,219010
2464,2016-07-13,0.342,low,0.112,190027
2465,2017-02-16,0.341,low,0.114,209931
2466,2015-05-28,0.341,low,0.007,152018
2467,2017-07-25,0.34,low,0.003,237095
2468,2015-03-23,0.339,low,0.141,149739
2469,2016-07-25,0.337,low,0.045,146154
2470,2017-10-12,0.335,low,0.085,200082
2471,2017-01-09,0.334,low,0.223,148112
2472,2017-05-24,0.333,low,0.225,191514
2473,2017-09-19,0.329,low,0.114,212483
2474,2016-08-25,0.329,low,0.051,194394
2475,2017-01-26,0.326,low,0.015,173375
2476,2015-02-17,0.325,low,0.064,194620
2477,2015-11-25,0.324,low,0.146,119712
2478,2017-10-09,0.321,low,0.003,155751
2479,2017-04-21,0.321,low,0.009,193756
2480,2017-04-26,0.32,low,0.14,221754
2481,2015-03-19,0.316,low,0.024,228573
2482,2017-11-27,0.315,low,0.003,204123
2483,2017-09-13,0.315,low,0.05,229042
2484,2018-08-28,0.313,low,0.095,273330
2485,2019-12-23,0.31,low,0.137,194915
2486,2016-12-20,0.309,low,0.216,109979
2487,2016-05-27,0.308,low,0.235,153739
2488,2017-04-28,0.301,low,0.122,185941
2489,2016-07-19,0.3,low,0.023,165175
2490,2017-05-08,0.299,low,0.083,164353
2491,2019-12-17,0.295,low,0.007,311604
2492,2017-03-30,0.289,low,0.018,163121
2493,2017-05-03,0.288,low,0.305,206431
2494,2017-10-03,0.288,low,0.194,207901
2495,2017-01-18,0.287,low,0.176,159690
2496,2017-05-30,0.285,low,0.003,197717
2497,2017-03-13,0.284,low,0.154,173934
2498,2017-02-06,0.283,low,0.033,145402
2499,2017-02-10,0.275,low,0.175,147032
2500,2017-05-15,0.274,low,0.14,180918
2501,2016-08-18,0.27,low,0.057,149002
2502,2017-10-18,0.27,low,0.049,180414
2503,2017-05-26,0.269,low,0.116,163404
2504,2015-02-18,0.267,low,0.058,146465
2505,2015-05-22,0.265,low,0.0,100980
2506,2016-12-23,0.263,low,0.072,69061
2507,2015-02-23,0.262,low,0.087,133132
2508,2016-12-21,0.259,low,0.081,90653
2509,2017-10-16,0.257,low,0.224,167591
2510,2019-12-24,0.251,low,0.026,106029
2511,2016-08-12,0.251,low,0.054,131960
2512,2017-05-10,0.246,low,0.009,174081
2513,2017-02-22,0.229,low,0.086,156582
2514,2017-10-17,0.224,low,0.038,154430
2515,2017-03-17,0.222,low,0.077,143955
2516,2017-05-02,0.221,low,0.104,169050
2517,2017-11-22,0.212,low,0.106,191140
2518,2017-06-05,0.207,low,0.059,177414
