feature,horizon,decile,n,feat_lo,feat_hi,mean_bps,median_bps,hit,lift_bps,hit_lift
lower_wick,4,5,11129,0.1875,0.24561403508771928,0.08013535922747055,0.7518514341575688,0.5182855602480008,-0.09923056161729614,-0.003432473717315032
lower_wick,4,6,11129,0.24561403508771928,0.30612244897959184,-0.02248900900244062,0.9285374374679023,0.5208015095695929,-0.20185492984720732,-0.000916524395722873
lower_wick,4,7,11129,0.30612244897959184,0.375,0.17891956151310345,0.8335973058137824,0.5168478749213766,-0.00044635933166323194,-0.004870159043939171
lower_wick,4,8,11129,0.375,0.4666666666666667,0.3357446309960236,1.0474494605627882,0.5260131188786055,0.1563787101512569,0.004295084913289671
lower_wick,4,9,11129,0.4666666666666667,0.5909090909090909,0.13922341001008384,1.0678626728610752,0.5299667535268218,-0.04014251083468284,0.008248719561505968
lower_wick,4,10,11129,0.5909090909090909,1.0,-0.23082666417505485,1.0147133434812439,0.521610207565819,-0.41019258501982153,-0.00010782639949680206
body,8,1,9068,-0.01500525183814335,-0.0012002296091426186,-0.6925674616766411,0.9737749949789709,0.5087119541243935,-0.9615515204567902,-0.022858228183069706
body,8,2,9067,-0.0012002000333388898,-0.0006353240152477764,0.36410723687450147,2.072216753872258,0.5407521782287416,0.09512317809435233,0.00918199592127833
body,8,3,9067,-0.0006352951853700595,-0.00034094783498124785,-0.25550441378839234,1.5186028853464428,0.5329215837653027,-0.5244884725685415,0.0013514014578395184
body,8,4,9067,-0.0003408832664192107,-0.0001443876519680037,0.2552650508537659,1.5281952014678524,0.5345759347082828,-0.013719007926383253,0.0030057524008195724
body,8,5,9067,-0.00014437653400067375,0.0,0.40186788298843307,1.1458253762119952,0.5301643321936693,0.13288382420828393,-0.001405850113793905
body,8,6,9067,0.0,0.00019378137937109134,0.5860713101619582,1.4530237424081882,0.5381052167199736,0.3170872513818091,0.006535034412510354
body,8,7,9067,0.0001937984496124031,0.0003856324371970031,0.4387646406229253,1.1853678196338535,0.5292820116907466,0.16978058184277617,-0.0022881706167166005
body,8,8,9067,0.0003856430598022202,0.0006602403274792025,0.43545043407497125,1.3125082031772983,0.5282894011249586,0.1664663752948221,-0.003280781182504633
body,8,9,9067,0.0006602649672020555,0.0011735691810528105,0.8164902123072648,2.26918167635759,0.5406418881658762,0.5475061535271157,0.009071705858412993
body,8,10,9067,0.001173646305681515,0.02270699290846757,0.340001744960344,2.460993256878652,0.5322598433881107,0.07101768618019488,0.0006896610806474968
range,8,1,9068,0.0,0.0005217572785140353,0.5350970251340947,1.1600022296476276,0.5421261579179533,0.2661129663539456,0.010555975610490043
range,8,2,9067,0.0005217845030002609,0.0006766689222297408,0.12705870727942944,1.0793308148948633,0.5292820116907466,-0.1419253515007197,-0.0022881706167166005
range,8,3,9067,0.0006766956431211286,0.0008392903655254247,0.5705803367929342,1.5416238437815366,0.5430682695489136,0.30159627801278505,0.011498087241450405
range,8,4,9067,0.0008392972586736835,0.0010088878212827289,0.19056960619995658,1.421423697975932,0.5346862247711481,-0.07841445258019256,0.0031160424636849093
range,8,5,9067,0.0010089290218433134,0.0012078581832391914,0.4234273195302576,1.5257081828812247,0.5322598433881107,0.15444326075010845,0.0006896610806474968
range,8,6,9067,0.0012078830260648442,0.0014534342041516045,0.4220487546319427,1.7788319003853026,0.5339141943310908,0.15306469585179355,0.002344012023627551
range,8,7,9067,0.0014534438970655733,0.0017802041300735818,0.45884988540771376,1.9447685725393349,0.5311569427594574,0.18986582662756463,-0.0004132395480058726
range,8,8,9067,0.0017802233371095647,0.0022630244278239657,0.28946078577447126,2.0413221935466908,0.5299437520679386,0.020476726994322125,-0.0016264302395245789
range,8,9,9067,0.0022630508994668404,0.0031537718093494075,0.29788913097747466,2.7017443136734265,0.5299437520679386,0.02890507219732552,-0.0016264302395245789
range,8,10,9067,0.0031541871834860776,0.029112221368178325,-0.6251703135425722,1.4191778229810659,0.5093195103121209,-0.8941543723227214,-0.022250671995342364
body_frac,8,1,9068,0.0,0.09803921568627451,0.4683645443202692,1.3860303098356397,0.5295544772827525,0.19938048554012006,-0.0020157050247107122
body_frac,8,2,9067,0.09803921568627451,0.19230769230769232,0.44773080676156274,1.6668889185234015,0.5319289731995147,0.1787467479814136,0.00035879089205148595
body_frac,8,3,9067,0.19230769230769232,0.2808988764044944,0.08635299581193208,1.3807386952024991,0.5255321495533253,-0.18263106296821707,-0.006038032754137945
body_frac,8,4,9067,0.2808988764044944,0.3684210526315789,0.03862592420120622,1.5169135864900873,0.5309363626337267,-0.2303581345789429,-0.0006338196737365465
body_frac,8,5,9067,0.3684210526315789,0.45,0.35267869044130035,1.6032835246582167,0.5367817359655895,0.08369463166115121,0.005211553658126311
body_frac,8,6,9067,0.45,0.5319148936170213,-0.2465046735443359,1.063151180098476,0.5214514172273078,-0.515488732324485,-0.010118765080155412
body_frac,8,7,9067,0.5319148936170213,0.6136363636363636,0.7139612998178256,1.8402649981608121,0.5382155067828389,0.4449772410376765,0.006645324475375691
body_frac,8,8,9067,0.6136363636363636,0.7,0.42040546037214777,1.9868865487771004,0.5389875372228962,0.15142140159199863,0.007417354915432939
body_frac,8,9,9067,0.7,0.8,0.06591478198709677,2.016698261606553,0.5405315981030109,-0.20306927679305237,0.008961415795547656
body_frac,8,10,9067,0.8,1.0,0.34228876794620183,1.1163361846411313,0.5217822874159038,0.0733047091660527,-0.009787894891559401
close_loc,8,1,9068,0.0,0.1,0.2765367971926459,1.190572482180352,0.5242611380679312,0.007552738412496762,-0.007309044239532048
close_loc,8,2,9067,0.1,0.2,-0.062463117386615294,1.7499037552926033,0.5306054924451307,-0.33144717616676445,-0.0009646898623325573
close_loc,8,3,9067,0.2,0.3,-0.4571591117621921,1.0783269756964309,0.5238777986103452,-0.7261431705423412,-0.007692383697117999
close_loc,8,4,9067,0.3,0.4085106382978723,-0.14011474767799417,1.5553712152627241,0.5278482408734972,-0.40909880645814334,-0.0037219414339659807
close_loc,8,5,9067,0.4085106382978723,0.5238095238095238,0.2825961621965576,1.4258555133084272,0.529392301753612,0.01361210341640845,-0.0021778805538512636
close_loc,8,6,9067,0.5238095238095238,0.6341463414634146,0.345315908436974,1.4910604150575324,0.5332524539538988,0.07633184965682488,0.0016822716464355292
close_loc,8,7,9067,0.6341463414634146,0.7372881355932204,0.47800631899681184,2.032382629904017,0.5403110179772802,0.2090222602166627,0.008740835669816982
close_loc,8,8,9067,0.7372881355932204,0.8333333333333334,0.6212377604997034,1.4775195401961483,0.5312672328223227,0.3522537017195542,-0.00030294948514053566
close_loc,8,9,9067,0.8333333333333334,0.9144736842105263,0.7455506912138782,1.9338619222586395,0.5409727583544722,0.47656663243372904,0.009402576047009004
close_loc,8,10,9067,0.9144914491449145,1.0,0.6003330930997279,1.7340038148083714,0.5339141943310908,0.3313490343195788,0.002344012023627551
upper_wick,8,1,9068,0.0,0.03496503496503497,0.05709381902863722,1.2710499473522763,0.5241508601676224,-0.21189023975151192,-0.007419322139840867
upper_wick,8,2,9067,0.03496503496503497,0.08,-0.34416246889575397,1.4335889900363163,0.5272967905591707,-0.6131465276759032,-0.004273391748292554
upper_wick,8,3,9067,0.08,0.125,0.04139762776602504,1.551349674215885,0.5309363626337267,-0.2275864310141241,-0.0006338196737365465
upper_wick,8,4,9067,0.125,0.17391304347826086,0.903347903807071,2.003434459072473,0.5407521782287416,0.6343638450269218,0.00918199592127833
upper_wick,8,5,9067,0.17391304347826086,0.22727272727272727,0.5545662402407465,2.0018517128339575,0.542847689423183,0.2855821814605974,0.011277507115719732
upper_wick,8,6,9067,0.22727272727272727,0.2857142857142857,0.19956582580159593,1.5120967741943936,0.5323701334509761,-0.06941823297855321,0.0007999511435128337
upper_wick,8,7,9067,0.2857142857142857,0.35714285714285715,0.2133160668962182,1.9078872057076701,0.5361199955883975,-0.05566799188393093,0.0045498132809342895
upper_wick,8,8,9067,0.35714285714285715,0.4444444444444444,0.4043965536012962,1.404494382022392,0.529723171942208,0.1354124948211471,-0.0018470103652552528
upper_wick,8,9,9067,0.4444444444444444,0.5714285714285714,0.30750840287361253,1.4123096912688204,0.5281791110620933,0.03852434409346339,-0.00339107124536997
upper_wick,8,10,9067,0.5714285714285714,1.0,0.3528339860699054,1.3440860215063744,0.5233263482960185,0.08384992728975627,-0.008243834011444684
lower_wick,8,1,9068,0.0,0.037037037037037035,0.39667311923214793,1.2975900917733263,0.5266872518747243,0.1276890604519988,-0.004882930432738908
lower_wick,8,2,9067,0.037037037037037035,0.08695652173913043,0.8520883416393376,1.6322089227416292,0.5318186831366494,0.5831042828591884,0.000248500829186149
lower_wick,8,3,9067,0.08695652173913043,0.13636363636363635,0.2249984642323535,2.042692268409141,0.5358994154626668,-0.04398559454779563,0.004329233155203616
lower_wick,8,4,9067,0.13636363636363635,0.1875,0.5832814033866902,1.7988846914906986,0.5353479651483402,0.3142973446065411,0.003777782840876931
lower_wick,8,5,9067,0.1875,0.24390243902439024,-0.05348829661193148,1.4393148861135963,0.5299437520679386,-0.32247235539208063,-0.0016264302395245789
lower_wick,8,6,9067,0.24390243902439024,0.30434782608695654,-0.4743344977006021,1.061683830554383,0.5245395389875372,-0.7433185564807512,-0.007030643319925978
lower_wick,8,7,9067,0.30434782608695654,0.375,0.7093186759740712,1.6039521380672994,0.5322598433881107,0.44033461719392203,0.0006896610806474968
lower_wick,8,8,9067,0.375,0.4666666666666667,-0.35860583080362896,1.652455548946108,0.5331421638910334,-0.6275898895837781,0.0015719815835701922
lower_wick,8,9,9067,0.4666666666666667,0.5909090909090909,0.49777114041599557,1.619170984454854,0.5355685452740708,0.22878708163584643,0.003998362966607605
lower_wick,8,10,9067,0.5909090909090909,1.0,0.31212398520255347,1.3866356060288076,0.5304952023822653,0.04313992642240433,-0.0010749799251978942
